ArtistName,AlbumName,TrackName
Placebo,Without You I'm Nothing,You Don't Care About Us 
Queen,A Kind of Magic,Don't Lose Your Head
Queen,A Kind of Magic,Forever
Queen,A Kind of Magic,Friends Will Be Friends
Queen,A Kind of Magic,Gimme The Prize
Queen,A Kind of Magic,Kind Of Magic
Queen,A Kind of Magic,One Vision
Queen,A Kind of Magic,One Year Of Love
Queen,A Kind of Magic,Pain Is So Close To Pleasure
Queen,A Kind of Magic,Princes Of The Universe
Queen,A Kind of Magic,Who Wants To Live Forever
Queen,A Night at the Opera,'39
Queen,A Night at the Opera,Bohemian Rhapsody
Queen,A Night at the Opera,Death On Two Legs
Queen,A Night at the Opera,God Save The Queen
Queen,A Night at the Opera,Good Company
Queen,A Night at the Opera,I'm In Love With My Car
Queen,A Night at the Opera,Lazing On A Sunday Afternoon
Queen,A Night at the Opera,Love Of My Life
Queen,A Night at the Opera,Prophet's Song
Queen,A Night at the Opera,Seaside Rendezvous
Queen,A Night at the Opera,Sweet Lady
Queen,A Night at the Opera,You're My Best Friend
Queen,Innuendo,All God's People
Queen,Innuendo,Bijou
Queen,Innuendo,Delilah
Queen,Innuendo,Don't Try So Hard
Queen,Innuendo,Headlong
Queen,Innuendo,Hitman
Queen,Innuendo,I Can't Live With You
Queen,Innuendo,I'm Going Slightly Mad
Queen,Innuendo,Innuendo
Queen,Innuendo,Ride The Wild Wind
Queen,Innuendo,Show Must Go On
Queen,Innuendo,These Are The Days Of Our Lives
Queens of the Stone Age,Lullabies to Paralyze,Broken Box
Queens of the Stone Age,Lullabies to Paralyze,Burn The Witch
Queens of the Stone Age,Lullabies to Paralyze,Everybody Knows That You're Insane
Queens of the Stone Age,Lullabies to Paralyze,I Never Came
Queens of the Stone Age,Lullabies to Paralyze,In My Head
Queens of the Stone Age,Lullabies to Paralyze,Like A Drug
Queens of the Stone Age,Lullabies to Paralyze,Little Sister
Queens of the Stone Age,Lullabies to Paralyze,Long Slow Goodbye
Queens of the Stone Age,Lullabies to Paralyze,Medication
Queens of the Stone Age,Lullabies to Paralyze,Precious and Grace
Queens of the Stone Age,Lullabies to Paralyze,Skin On Skin
Queens of the Stone Age,Lullabies to Paralyze,Someone's In The Wolf
Queens of the Stone Age,Lullabies to Paralyze,Tangled Up In Plaid
Queens of the Stone Age,Lullabies to Paralyze,The Blood Is Love
Queens of the Stone Age,Lullabies to Paralyze,This Lullaby
Radiohead,Amnesiac,Amnesiac
Radiohead,Amnesiac,Dollars And Cents
Radiohead,Amnesiac,Hunting Bears
Radiohead,Amnesiac,I Might Be Wrong
Radiohead,Amnesiac,Knives Out
Radiohead,Amnesiac,Life In A Glasshouse
Radiohead,Amnesiac,Like Spinning Plates
Radiohead,Amnesiac,Packt Like Sardines In A Crushed Tin Box
Radiohead,Amnesiac,Pulk/Pull Revolving Doors
Radiohead,Amnesiac,Pyramid Song
Radiohead,Amnesiac,You And Whose Army
Radiohead,In Rainbows,15 Step
Radiohead,In Rainbows,All I Need
Radiohead,In Rainbows,Bodysnatchers
Radiohead,In Rainbows,Faust Arp
Radiohead,In Rainbows,House Of Cards
Radiohead,In Rainbows,Jigsaw Falling Into Place
Radiohead,In Rainbows,Nude
Radiohead,In Rainbows,Reckoner
Radiohead,In Rainbows,Videotape
Radiohead,In Rainbows,Weird Fishes
Radiohead,Kid A,Everything In Its Right Place
Radiohead,Kid A,How To Disappear Completely
Radiohead,Kid A,Idioteque
Radiohead,Kid A,In Limbo
Radiohead,Kid A,Kid A
Radiohead,Kid A,Morning Bell
Radiohead,Kid A,Motion Picture Soundtrack
Radiohead,Kid A,National Anthem
Radiohead,Kid A,Optimistic
Radiohead,Kid A,Treefingers
Radiohead,O.K Computer,Airbag
Radiohead,O.K Computer,Climbing Up The Walls
Radiohead,O.K Computer,Electioneering
Radiohead,O.K Computer,Exit Music (For A Film)
Radiohead,O.K Computer,Fitter Happier
Radiohead,O.K Computer,Karma Police
Radiohead,O.K Computer,Let Down
Radiohead,O.K Computer,Lucky
Radiohead,O.K Computer,No Surprises
Radiohead,O.K Computer,Paranoid Android
Radiohead,O.K Computer,Subterranean Homesick Alien
Radiohead,O.K Computer,Tourist
Radiohead,Pablo Honey,Anyone Can Play Guitar
Radiohead,Pablo Honey,Blow Out
Radiohead,Pablo Honey,Creep
Radiohead,Pablo Honey,How Do You?
Radiohead,Pablo Honey,I Can't
Radiohead,Pablo Honey,Lurgee
Radiohead,Pablo Honey,Prove Yourself
Radiohead,Pablo Honey,Ripcord
Radiohead,Pablo Honey,Stop Whispering
Radiohead,Pablo Honey,Thinking About You
Radiohead,Pablo Honey,Vegetable
Radiohead,Pablo Honey,You
Radiohead,The Bends,Black Star
Radiohead,The Bends,Bones
Radiohead,The Bends,Bullet Proof... I Wish I Was
Radiohead,The Bends,Fake Plastic Trees
Radiohead,The Bends,High and Dry
Radiohead,The Bends,Just
Radiohead,The Bends,My Iron Lung
Radiohead,The Bends,Nice Dream
Radiohead,The Bends,Planet Telex
Radiohead,The Bends,Street Spirit (Fade Out)
Radiohead,The Bends,Sulk
Radiohead,The Bends,The Bends
Rage Against The Machine,Evil Empire,Bulls On Parade
Rage Against The Machine,Evil Empire,People Of The Sun
Rage Against The Machine,Evil Empire,Revolver
Rage Against The Machine,Evil Empire,Roll Right
Rage Against The Machine,Evil Empire,Rollin' Down Rodeo
Rage Against The Machine,Evil Empire,Snake Charmer
Rage Against The Machine,Evil Empire,Tire Me
Rage Against The Machine,Evil Empire,Vietnow
Rage Against The Machine,Evil Empire,Wind Below
Rage Against The Machine,Evil Empire,Without A Face
Rage Against The Machine,Evil Empire,Year Of Tha Boomerang
Rage Against The Machine,Rage Against the Machine,Bombtrack
Rage Against The Machine,Rage Against the Machine,Bullet In The Head
Rage Against The Machine,Rage Against the Machine,Fistful Of Steel
Rage Against The Machine,Rage Against the Machine,Freedom
Rage Against The Machine,Rage Against the Machine,Killing In The Name
Rage Against The Machine,Rage Against the Machine,Know Your Enemy
Rage Against The Machine,Rage Against the Machine,Settle For Nothing
Rage Against The Machine,Rage Against the Machine,Take The Power Back
Rage Against The Machine,Rage Against the Machine,Township Rebellion
Rage Against The Machine,Rage Against the Machine,Wake Up
Rage Against The Machine,The Battle of Los Angeles,Ashes In The Fall
Rage Against The Machine,The Battle of Los Angeles,Born Of A Broken Man
Rage Against The Machine,The Battle of Los Angeles,Born Of Ghosts
Rage Against The Machine,The Battle of Los Angeles,Calm Like A Bomb
Rage Against The Machine,The Battle of Los Angeles,Guerilla Radio
Rage Against The Machine,The Battle of Los Angeles,Maria
Rage Against The Machine,The Battle of Los Angeles,Mic Check
Rage Against The Machine,The Battle of Los Angeles,New Millennium Homes
Rage Against The Machine,The Battle of Los Angeles,Sleep Now In The Fire
Rage Against The Machine,The Battle of Los Angeles,Testify
Rage Against The Machine,The Battle of Los Angeles,Voice Of The Voiceless
Rage Against The Machine,The Battle of Los Angeles,War Within A Breath
Red Hot Chili Peppers,Blood Sugar Sex Magik,Apache Rose Peacock
Red Hot Chili Peppers,Blood Sugar Sex Magik,Blood Sugar Sex Magik
Red Hot Chili Peppers,Blood Sugar Sex Magik,Breaking The Girl
Red Hot Chili Peppers,Blood Sugar Sex Magik,Funky Monks
Red Hot Chili Peppers,Blood Sugar Sex Magik,Give It Away
Red Hot Chili Peppers,Blood Sugar Sex Magik,Greeting Song
Red Hot Chili Peppers,Blood Sugar Sex Magik,I Could Have Lied
Red Hot Chili Peppers,Blood Sugar Sex Magik,If You Have To Ask
Red Hot Chili Peppers,Blood Sugar Sex Magik,Mellowship Slinky In B Major
Red Hot Chili Peppers,Blood Sugar Sex Magik,My Lovely Man
Red Hot Chili Peppers,Blood Sugar Sex Magik,Naked In The Rain
Red Hot Chili Peppers,Blood Sugar Sex Magik,Power Of Equality
Red Hot Chili Peppers,Blood Sugar Sex Magik,Righteous And The Wicked
Red Hot Chili Peppers,Blood Sugar Sex Magik,Sir Psycho Sexy
Red Hot Chili Peppers,Blood Sugar Sex Magik,Suck My Kiss
Red Hot Chili Peppers,Blood Sugar Sex Magik,They're Red Hot
Red Hot Chili Peppers,Blood Sugar Sex Magik,Under The Bridge
Red Hot Chili Peppers,Californication,Around The World
Red Hot Chili Peppers,Californication,Californication
Red Hot Chili Peppers,Californication,Easily
Red Hot Chili Peppers,Californication,Emitremmus
Red Hot Chili Peppers,Californication,Get On Top
Red Hot Chili Peppers,Californication,I Like Dirt
Red Hot Chili Peppers,Californication,Otherside
Red Hot Chili Peppers,Californication,Parallel Universe
Red Hot Chili Peppers,Californication,Porcelain
Red Hot Chili Peppers,Californication,Purple Stain
Red Hot Chili Peppers,Californication,Right On Time
Red Hot Chili Peppers,Californication,Road Trippin
Red Hot Chili Peppers,Californication,Savior
Red Hot Chili Peppers,Californication,Scar Tissue
Red Hot Chili Peppers,Californication,This Velvet Glove
Red Hot Chili Peppers,Stadium Arcadium,21st Century
Red Hot Chili Peppers,Stadium Arcadium,Animal Bar
Red Hot Chili Peppers,Stadium Arcadium,Charlie
Red Hot Chili Peppers,Stadium Arcadium,C'mon Girl
Red Hot Chili Peppers,Stadium Arcadium,Dani California
Red Hot Chili Peppers,Stadium Arcadium,Death Of A Martian
Red Hot Chili Peppers,Stadium Arcadium,Desecration Smile
Red Hot Chili Peppers,Stadium Arcadium,Especially In Michigan
Red Hot Chili Peppers,Stadium Arcadium,Hard To Concentrate
Red Hot Chili Peppers,Stadium Arcadium,Hey
Red Hot Chili Peppers,Stadium Arcadium,Hump De Bump
Red Hot Chili Peppers,Stadium Arcadium,If
Red Hot Chili Peppers,Stadium Arcadium,Make You Feel Better
Red Hot Chili Peppers,Stadium Arcadium,Readymade
Red Hot Chili Peppers,Stadium Arcadium,She Looks To Me
Red Hot Chili Peppers,Stadium Arcadium,She's Only 18
Red Hot Chili Peppers,Stadium Arcadium,Slow Cheetah
Red Hot Chili Peppers,Stadium Arcadium,Snow
Red Hot Chili Peppers,Stadium Arcadium,So Much I
Red Hot Chili Peppers,Stadium Arcadium,Stadium Arcadium
Red Hot Chili Peppers,Stadium Arcadium,Storm In A Teacup
Red Hot Chili Peppers,Stadium Arcadium,Strip My Mind
Red Hot Chili Peppers,Stadium Arcadium,Tell Me Baby
Red Hot Chili Peppers,Stadium Arcadium,Torture Me
Red Hot Chili Peppers,Stadium Arcadium,Turn It Again
Red Hot Chili Peppers,Stadium Arcadium,Warlocks
Red Hot Chili Peppers,Stadium Arcadium,We Believe
Red Hot Chili Peppers,Stadium Arcadium,Wet Sand
REM,Automatic for the People,Drive
REM,Automatic for the People,Everybody Hurts
REM,Automatic for the People,Find The River
REM,Automatic for the People,Ignoreland
REM,Automatic for the People,Man On The Moon
REM,Automatic for the People,Monty Got A Raw Deal
REM,Automatic for the People,New Orleans Instrumental No 1
REM,Automatic for the People,Nightswimming
REM,Automatic for the People,Sidewinder Sleeps Tonite
REM,Automatic for the People,Star Me Kitten
REM,Automatic for the People,Sweetness Follows
REM,Automatic for the People,Try Not To Breathe
REM,Monster,Bang And Blame
REM,Monster,Circus Envy
REM,Monster,Crush With Eyeliner
REM,Monster,I Don't Sleep I Dream
REM,Monster,I Took Your Name
REM,Monster,King Of Comedy
REM,Monster,Let Me In
REM,Monster,Star 69
REM,Monster,Strange Currencies
REM,Monster,Tongue
REM,Monster,What's The Frequency Kenneth
REM,Monster,You
REM,Out of Time,Belong
REM,Out of Time,Country Feedback
REM,Out of Time,Endgame
REM,Out of Time,Half A World Away
REM,Out of Time,Losing My Religion
REM,Out of Time,Low
REM,Out of Time,Me In Honey
REM,Out of Time,Near Wild Heaven
REM,Out of Time,Radio Song
REM,Out of Time,Shiny Happy People
REM,Out of Time,Texarkana
Sigur Ros,Agaetis Byrjun,Agaetis Byrjun
Sigur Ros,Agaetis Byrjun,Avalon
Sigur Ros,Agaetis Byrjun,Flugufrelsarinn
Sigur Ros,Agaetis Byrjun,Hjartao Hamast (Bamm Bamm Bamm)
Sigur Ros,Agaetis Byrjun,Intro
Sigur Ros,Agaetis Byrjun,Ny Batteri
Sigur Ros,Agaetis Byrjun,Olsen Olsen
Sigur Ros,Agaetis Byrjun,Staralfur
Sigur Ros,Agaetis Byrjun,Svefn-g-englar
Sigur Ros,Agaetis Byrjun,Viorar Vel Til Loftarasa
Sigur Ros,Takk,Andvari
Sigur Ros,Takk,Glosoli
Sigur Ros,Takk,Gong
Sigur Ros,Takk,Heysatan
Sigur Ros,Takk,Hoppipolla
Sigur Ros,Takk,Meo Blodnasir
Sigur Ros,Takk,Milano
Sigur Ros,Takk,Se Lest
Sigur Ros,Takk,Saeglopur
Sigur Ros,Takk,Svo Hljott
Sigur Ros,Takk,Takk...
Smashing Pumpkins,Adore,17
Smashing Pumpkins,Adore,Annie Dog
Smashing Pumpkins,Adore,Appels And Oranjes
Smashing Pumpkins,Adore,Ava Adore
Smashing Pumpkins,Adore,Behold The Nightmare
Smashing Pumpkins,Adore,Blank Page
Smashing Pumpkins,Adore,Crestfallen
Smashing Pumpkins,Adore,Daphne Descends
Smashing Pumpkins,Adore,For Martha
Smashing Pumpkins,Adore,Once Upon Time
Smashing Pumpkins,Adore,Perfect
Smashing Pumpkins,Adore,Pug
Smashing Pumpkins,Adore,Shame
Smashing Pumpkins,Adore,Tale Of Dusty And Pistol Pete
Smashing Pumpkins,Adore,Tear
Smashing Pumpkins,Adore,To Sheila
Smashing Pumpkins,Siamese Dream,Cherub Rock
Smashing Pumpkins,Siamese Dream,Disarm
Smashing Pumpkins,Siamese Dream,Geek U.S.A.
Smashing Pumpkins,Siamese Dream,Hummer
Smashing Pumpkins,Siamese Dream,Luna
Smashing Pumpkins,Siamese Dream,Mayonaise
Smashing Pumpkins,Siamese Dream,Quiet
Smashing Pumpkins,Siamese Dream,Rocket
Smashing Pumpkins,Siamese Dream,Silverfuck
Smashing Pumpkins,Siamese Dream,Soma
Smashing Pumpkins,Siamese Dream,Spaceboy
Smashing Pumpkins,Siamese Dream,Sweet Sweet
Smashing Pumpkins,Siamese Dream,Today
Smashing Pumpkins,Zeitgeist,7 Shades Of Black
Smashing Pumpkins,Zeitgeist,Bleeding The Orchid
Smashing Pumpkins,Zeitgeist,Bring The Light
Smashing Pumpkins,Zeitgeist,Come On Let's Go
Smashing Pumpkins,Zeitgeist,Doomsday Clock
Smashing Pumpkins,Zeitgeist,For God And Country
Smashing Pumpkins,Zeitgeist,Neverlost
Smashing Pumpkins,Zeitgeist,Pomp And Circumstances
Smashing Pumpkins,Zeitgeist,Starz
Smashing Pumpkins,Zeitgeist,Tarantula
Smashing Pumpkins,Zeitgeist,That's The Way (My Love Is)
Smashing Pumpkins,Zeitgeist,United States
Snow Patrol,Eyes Open,Chasing Cars
Snow Patrol,Eyes Open,Hands Open
Snow Patrol,Eyes Open,Headlights On Dark Roads
Snow Patrol,Eyes Open,In My Arms
Snow Patrol,Eyes Open,It's Beginning To Get To Me
Snow Patrol,Eyes Open,Make This Go On Forever
Snow Patrol,Eyes Open,Open Your Eyes
Snow Patrol,Eyes Open,Set The Fire To The Third Bar
Snow Patrol,Eyes Open,Shut Your Eyes
Snow Patrol,Eyes Open,The Finish Line
Snow Patrol,Eyes Open,Warmer Climate
Snow Patrol,Eyes Open,You Could Be Happy
Snow Patrol,Eyes Open,You're All I Have
Snow Patrol,Final Straw,Chocolate
Snow Patrol,Final Straw,Gleaming Auction
Snow Patrol,Final Straw,Grazed Knees
Snow Patrol,Final Straw,Half The Fun
Snow Patrol,Final Straw,How To Be Dead
Snow Patrol,Final Straw,Run
Snow Patrol,Final Straw,Same
Snow Patrol,Final Straw,Somewhere A Clock Is Ticking
Snow Patrol,Final Straw,Spitting Games
Snow Patrol,Final Straw,Tiny Little Fractures
Snow Patrol,Final Straw,Ways & Means
Snow Patrol,Final Straw,We Can Run Away Now They're All Dead And Gone
Snow Patrol,Final Straw,Whatever's Left
Snow Patrol,Final Straw,Wow
Snow Patrol,Songs for Polarbears,100 Hundred Things You Should Have Done In Bed
Snow Patrol,Songs for Polarbears,Absolute Gravity
Snow Patrol,Songs for Polarbears,Days Without Paracetamol
Snow Patrol,Songs for Polarbears,Downhill From Here
Snow Patrol,Songs for Polarbears,Favourite Friend
Snow Patrol,Songs for Polarbears,Fifteen Minutes Old
Snow Patrol,Songs for Polarbears,Get Balsamic Vinegar...quick You Fool
Snow Patrol,Songs for Polarbears,Last Shot Ringing In My Ears
Snow Patrol,Songs for Polarbears,Little Hide
Snow Patrol,Songs for Polarbears,Mahogany
Snow Patrol,Songs for Polarbears,Make Up
Snow Patrol,Songs for Polarbears,NYC
Snow Patrol,Songs for Polarbears,Starfighter Pilot
Snow Patrol,Songs for Polarbears,Velocity Girl
The Beatles,1,A Hard Day's Night
The Beatles,1,All You Need Is Love
The Beatles,1,Can't Buy Me Love
The Beatles,1,Day Tripper
The Beatles,1,Eight Days A Week
The Beatles,1,Eleanor Rigby
The Beatles,1,From Me To You
The Beatles,1,Get Back
The Beatles,1,Hello Goodbye
The Beatles,1,Help!
The Beatles,1,Hey Jude
The Beatles,1,I Feel Fine
The Beatles,1,I Want To Hold Your Hand
The Beatles,1,Lady Madonna
The Beatles,1,Let It Be
The Beatles,1,Love Me Do
The Beatles,1,Paperback Writer
The Beatles,1,Penny Lane
The Beatles,1,She Loves You
The Beatles,1,The Ballad of John and Yoko
The Beatles,1,The Long And Winding Road
The Beatles,1,Ticket To Ride
The Beatles,1,We Can Work It Out
The Beatles,1,Yellow Submarine
The Beatles,1,Yesterday
The Beatles,Abbey Road,Because
The Beatles,Abbey Road,Carry That Weight
The Beatles,Abbey Road,Come Together
The Beatles,Abbey Road,End Her Majesty
The Beatles,Abbey Road,Golden Slumbers
The Beatles,Abbey Road,Here Comes The Sun
The Beatles,Abbey Road,I Want You (She's So Heavy)
The Beatles,Abbey Road,Maxwell's Silver Hammer
The Beatles,Abbey Road,Mean Mr Mustard
The Beatles,Abbey Road,Octopus's Garden
The Beatles,Abbey Road,Oh Darling
The Beatles,Abbey Road,Polythene Pam
The Beatles,Abbey Road,She Came In Through The Bathroom Window
The Beatles,Abbey Road,Something
The Beatles,Abbey Road,Sun King
The Beatles,Abbey Road,You Never Give Me Your Money
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Being For The Benefit Of Mr Kite
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Day In The Life
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Fixing A Hole
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Getting Better
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Good Morning Good Morning
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Lovely Rita
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Lucy In The Sky With Diamonds
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Sergeant Pepper's Lonely Hearts Club Band
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,She's Leaving Home
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,When I'm Sixty Four
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,With A Little Help From My Friends
The Beatles,Sgt. Pepper's Lonely Hearts Club Band,Within You Without You
The Killers,Hot Fuss,All These Things That I've Done
The Killers,Hot Fuss,Andy You're A Star
The Killers,Hot Fuss,Believe Me Natalie
The Killers,Hot Fuss,Everything Will Be Alright
The Killers,Hot Fuss,Glamorous Indie Rock & Roll
The Killers,Hot Fuss,Jenny Was A Friend Of Mine
The Killers,Hot Fuss,Midnight Show
The Killers,Hot Fuss,Mr. Brightside
The Killers,Hot Fuss,On Top
The Killers,Hot Fuss,Smile Like You Mean It
The Killers,Hot Fuss,Somebody Told Me
The Killers,Sam's Town,Bling
The Killers,Sam's Town,Bones
The Killers,Sam's Town,Enterlude
The Killers,Sam's Town,Exitlude
The Killers,Sam's Town,For Reasons Unknown
The Killers,Sam's Town,My List
The Killers,Sam's Town,Read My Mind
The Killers,Sam's Town,Sam's Town
The Killers,Sam's Town,This River Is Wild
The Killers,Sam's Town,Uncle Jonny
The Killers,Sam's Town,When You Were Young
The Killers,Sam's Town,Where The White Boys Dance
The Killers,Sam's Town,Why Do I Keep Counting?
The Killers,Sawdust,All The Pretty Faces
The Killers,Sawdust,Change Your Mind
The Killers,Sawdust,Daddy's Eyes
The Killers,Sawdust,Leave The Bourbon On The Shelf
The Killers,Sawdust,Move Away
The Killers,Sawdust,Romeo And Juliet
The Killers,Sawdust,Ruby Don't Take Your Love To Town
The Killers,Sawdust,Shadowplay
The Killers,Sawdust,Show You How
The Killers,Sawdust,Sweet Talk
The Killers,Sawdust,The Ballad of Michael Valentine
The Killers,Sawdust,Tranquilize
The Killers,Sawdust,Under The Gun
The Killers,Sawdust,Who Let You Go?
The Prodigy,Experience,Charly
The Prodigy,Experience,Death Of The Prodigy Dancers
The Prodigy,Experience,Everybody In The Place (155 And Rising)
The Prodigy,Experience,Fire
The Prodigy,Experience,Hyperspeed
The Prodigy,Experience,Jericho
The Prodigy,Experience,Music Reach 1/2/3/4
The Prodigy,Experience,Out Of Space
The Prodigy,Experience,Ruff In The Jungle Bizness
The Prodigy,Experience,Weather Experience
The Prodigy,Experience,Wind It Up
The Prodigy,Experience,Your Love
The Prodigy,Music for the Jilted Generation,3 Kilos
The Prodigy,Music for the Jilted Generation,Break And Enter
The Prodigy,Music for the Jilted Generation,Claustrophobic Sting
The Prodigy,Music for the Jilted Generation,Full Throttle
The Prodigy,Music for the Jilted Generation,Heat (The Energy)
The Prodigy,Music for the Jilted Generation,Intro
The Prodigy,Music for the Jilted Generation,No Good (Start The Dance)
The Prodigy,Music for the Jilted Generation,One Love
The Prodigy,Music for the Jilted Generation,Poison
The Prodigy,Music for the Jilted Generation,Skylined
The Prodigy,Music for the Jilted Generation,Speedway
The Prodigy,Music for the Jilted Generation,Their Law
The Prodigy,Music for the Jilted Generation,Voodoo People
The Prodigy,The Fat of the Land,Breathe
The Prodigy,The Fat of the Land,Climbatize
The Prodigy,The Fat of the Land,Diesel Power
The Prodigy,The Fat of the Land,Firestarter
The Prodigy,The Fat of the Land,Fuel My Fire
The Prodigy,The Fat of the Land,Funky Shit
The Prodigy,The Fat of the Land,Mindfields
The Prodigy,The Fat of the Land,Naraya
The Prodigy,The Fat of the Land,Serial Thriller
The Prodigy,The Fat of the Land,Smack My Bitch Up
The Rolling Stones,Exile on Main Street,All Down The Line
The Rolling Stones,Exile on Main Street,Casino Boogie
The Rolling Stones,Exile on Main Street,Happy
The Rolling Stones,Exile on Main Street,I Just Want To See His Face
The Rolling Stones,Exile on Main Street,Let It Loose
The Rolling Stones,Exile on Main Street,Loving Cup
The Rolling Stones,Exile on Main Street,Rip This Joint
The Rolling Stones,Exile on Main Street,Rocks Off
The Rolling Stones,Exile on Main Street,Shake Your Hips
The Rolling Stones,Exile on Main Street,Shine A Light
The Rolling Stones,Exile on Main Street,Soul Survivor
The Rolling Stones,Exile on Main Street,Stop Breakin' Down
The Rolling Stones,Exile on Main Street,Sweet Black Angel
The Rolling Stones,Exile on Main Street,Sweet Virginia
The Rolling Stones,Exile on Main Street,Torn And Frayed
The Rolling Stones,Exile on Main Street,Tumbling Dice
The Rolling Stones,Exile on Main Street,Turd On The Run
The Rolling Stones,Exile on Main Street,Ventilator Blues
The Rolling Stones,Let It Bleed,Country Honk
The Rolling Stones,Let It Bleed,Gimme Shelter
The Rolling Stones,Let It Bleed,Let It Bleed
The Rolling Stones,Let It Bleed,Live With Me
The Rolling Stones,Let It Bleed,Love In Vain
The Rolling Stones,Let It Bleed,Midnight Rambler
The Rolling Stones,Let It Bleed,Monkey Man
The Rolling Stones,Let It Bleed,You Can't Always Get What You Want
The Rolling Stones,Let It Bleed,You Got The Silver
The Rolling Stones,Sticky Fingers,Bitch
The Rolling Stones,Sticky Fingers,Brown Sugar
The Rolling Stones,Sticky Fingers,Can't You Hear Me Knocking
The Rolling Stones,Sticky Fingers,Dead Flowers
The Rolling Stones,Sticky Fingers,I Got The Blues
The Rolling Stones,Sticky Fingers,Moonlight Mile
The Rolling Stones,Sticky Fingers,Sister Morphine
The Rolling Stones,Sticky Fingers,Sway
The Rolling Stones,Sticky Fingers,Wild Horses
The Rolling Stones,Sticky Fingers,You Gotta Move
The White Stripes,Elephant,Air Near My Fingers
The White Stripes,Elephant,Ball And Biscuit
The White Stripes,Elephant,Black Math
The White Stripes,Elephant,Girl You Have No Faith In Medicine
The White Stripes,Elephant,Hardest Button To Button
The White Stripes,Elephant,Hypnotise
The White Stripes,Elephant,I Just Don't Know What To Do With Myself
The White Stripes,Elephant,I Want To Be The Boy To Warm Your Mother's Heart
The White Stripes,Elephant,In The Cold Cold Night
The White Stripes,Elephant,Little Acorns
The White Stripes,Elephant,Seven Nation Army
The White Stripes,Elephant,There's No Home For You Here
The White Stripes,Elephant,Well It's True That We Love One Another
The White Stripes,Elephant,You've Got Her In Your Pocket
The White Stripes,White Blood Cells,Aluminum
The White Stripes,White Blood Cells,Dead Leaves And The Dirty Ground
The White Stripes,White Blood Cells,Expecting
The White Stripes,White Blood Cells,Fell In Love With A Girl
The White Stripes,White Blood Cells,Hotel Yorba
The White Stripes,White Blood Cells,I Can Learn
The White Stripes,White Blood Cells,I Can't Wait
The White Stripes,White Blood Cells,I Think I Smell A Rat
The White Stripes,White Blood Cells,I'm Finding It Harder To Be A Gentleman
The White Stripes,White Blood Cells,Little Room
The White Stripes,White Blood Cells,Now Mary
The White Stripes,White Blood Cells,Offend In Every Way
The White Stripes,White Blood Cells,The Same Boy You've Always Known
The White Stripes,White Blood Cells,The Union Forever
The White Stripes,White Blood Cells,This Protector
The White Stripes,White Blood Cells,We're Going To Be Friends
U2,Achtung Baby,Acrobat
U2,Achtung Baby,Even Better Than The Real Thing
U2,Achtung Baby,Love Is Blindness
U2,Achtung Baby,Mysterious Ways
U2,Achtung Baby,One
U2,Achtung Baby,So Cruel
U2,Achtung Baby,The Fly
U2,Achtung Baby,Tryin' To Throw Your Arms Around The World
U2,Achtung Baby,Ultra Violet (Light My Way)
U2,Achtung Baby,Until The End Of The World
U2,Achtung Baby,Who's Gonna Ride Your Wild Horses
U2,Achtung Baby,Zoo Station
U2,Boy,A Day Without Me
U2,Boy,An Cat Dubh
U2,Boy,Another Time Another Place
U2,Boy,I Will Follow
U2,Boy,Into The Heart
U2,Boy,Out Of Control
U2,Boy,Shadows And Tall Trees
U2,Boy,Stories For Boys
U2,Boy,The Ocean
U2,Boy,Twilight
U2,Joshua Tree,40
U2,Joshua Tree,Bad
U2,Joshua Tree,Bullet The Blue Sky
U2,Joshua Tree,Exit
U2,Joshua Tree,I Still Haven't Found What I'm Looking For
U2,Joshua Tree,I Will Follow
U2,Joshua Tree,In God's Country
U2,Joshua Tree,New Year's Day
U2,Joshua Tree,October
U2,Joshua Tree,Outside It's America
U2,Joshua Tree,Party Girl
U2,Joshua Tree,Pride (In The Name Of Love)
U2,Joshua Tree,Red Hill Mining Town
U2,Joshua Tree,Running To Stand Still
U2,Joshua Tree,Sunday Bloody Sunday
U2,Joshua Tree,The Electric Co.
U2,Joshua Tree,Trip Through Your Wires
U2,Joshua Tree,With Or Without You
U2,The Unforgettable Fire,A Sort Of Homecoming
U2,The Unforgettable Fire,Elvis Presley and America
U2,The Unforgettable Fire,Indian Summer Sky
U2,The Unforgettable Fire,MLK
U2,The Unforgettable Fire,Promenade
U2,The Unforgettable Fire,The Unforgettable Fire
U2,The Unforgettable Fire,Wire
